generos,data_lancamento,avaliacao_usuarios,receita,classificacao,titulo,streaming
"Any[""Comédia"", ""Drama"", ""Ficção científica""]",2021-12-07,7.1,791863,Sem classificação,Não Olhe para Cima,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Drama"", ""Família"", ""Ficção científica""]",2022-12-22,6.8,0,Sem classificação,Мира,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Comédia"", ""Ficção científica""]",1990-05-25,7.5,244527583,L,De Volta para o Futuro III,"[""Amazon Prime Video"", ""Star Plus"", ""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Ação"", ""Ficção científica"", ""Thriller""]",1990-11-21,6.3,57120318,16,O Predador 2: A Caçada Continua,"[""Star Plus""]"
"Any[""Comédia"", ""Família""]",1996-11-27,5.9,320689294,Livre,101 Dálmatas,"[""Disney Plus""]"
"Any[""Crime"", ""Drama""]",2017-12-01,8.1,160200000,16,Três Anúncios Para Um Crime,"[""Star Plus""]"
"Any[""Drama""]",1985-12-18,7.7,146300000,14,A Cor Púrpura,"[""HBO Max"", ""Oi Play""]"
"Any[""Comédia"", ""Terror""]",2013-01-11,5.9,60141683,Sem classificação,Inatividade Paranormal,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Fantasia"", ""Terror"", ""Mistério"", ""Thriller""]",1999-11-19,7.2,206100000,,A Lenda do Cavaleiro Sem Cabeça,"[""Telecine Play""]"
"Any[""Comédia"", ""Drama"", ""Ficção científica""]",2023-08-10,7.6,2000000,Sem classificação,Nosso Amigo Extraordinário,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Mistério"", ""Ficção científica"", ""Thriller""]",2009-03-19,6.2,155446362,12,Presságio,"[""Amazon Prime Video"", ""Netflix"", ""Globoplay"", ""NOW"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2014-07-30,7.9,772776600,12,Guardiões da Galáxia,"[""Disney Plus""]"
"Any[""Ação"", ""Crime"", ""Terror"", ""Thriller""]",1996-01-19,7.0,25836616,18,Um Drink no Inferno,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Drama"", ""Mistério"", ""Thriller""]",2007-03-02,7.5,84785914,16,Zodíaco,"[""HBO Max"", ""Telecine Play""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",1989-03-18,7.3,0,Sem classificação,Os Cavaleiros do Zodíaco: Os Guerreiros do Armageddon,"[""Amazon Prime Video""]"
"Any[""Crime"", ""Drama"", ""Mistério"", ""Thriller""]",1974-06-20,7.9,30000000,,Chinatown,"[""Telecine Play""]"
"Any[""Aventura"", ""Família"", ""Fantasia""]",2023-04-27,6.8,0,Sem classificação,The Secret Kingdom,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Thriller""]",2023-07-20,6.3,0,Sem classificação,Sympathy for the Devil,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Drama"", ""Terror""]",2011-10-06,4.8,0,Sem classificação,A Centopéia Humana 2,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2014-02-06,7.4,469160692,L,Uma Aventura Lego,"[""HBO Max"", ""Oi Play"", ""Telecine Play""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2014-03-20,7.7,714766572,12,Capitão América 2: O Soldado Invernal,"[""Disney Plus""]"
"Any[""Ação"", ""Drama"", ""Thriller""]",2004-07-23,7.3,288500217,14,A Supremacia Bourne,"[""Amazon Prime Video"", ""Star Plus""]"
"Any[""Terror"", ""Mistério""]",2011-08-12,6.1,157887643,16,Premonição 5,"[""Telecine Play""]"
"Any[""Comédia""]",2000-06-22,6.6,149270999,14,"Eu, Eu Mesmo & Irene","[""Star Plus""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",1965-12-11,6.7,141195658,12,007: Contra a Chantagem Atômica,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""Thriller""]",1993-08-06,7.5,368875760,,O Fugitivo,"[""HBO Max""]"
"Any[""Comédia""]",1982-02-07,4.3,0,Sem classificação,Il Paramedico,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Romance""]",2017-10-13,7.5,5026154,12,Uma Razão para Viver,"[""Sem informações de streaming""]"
"Any[""Terror"", ""Ficção científica""]",2018-02-22,6.4,43070915,Sem classificação,Aniquilação,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Mistério"", ""Ficção científica"", ""Thriller""]",2011-03-08,7.2,161900000,14,Sem Limites,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Comédia"", ""Crime""]",2000-09-01,7.8,83557872,16,Snatch: Porcos e Diamantes,"[""HBO Max""]"
"Any[""Comédia""]",2016-09-02,7.7,12421716,Sem classificação,"Ninguém Merece, Frida","[""Globoplay""]"
"Any[""Drama""]",2023-11-22,9.0,0,Sem classificação,서울의 봄,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2020-07-02,5.8,2987741,Sem classificação,Ava,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Comédia"", ""Drama"", ""Fantasia""]",2013-12-18,7.2,188133322,10,A Vida Secreta de Walter Mitty,"[""Star Plus""]"
"Any[""Aventura"", ""Comédia"", ""Família"", ""Fantasia"", ""Terror""]",2018-10-11,6.1,93300000,L,Goosebumps 2: Halloween Assombrado,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Cinema TV""]",2017-02-11,5.9,0,Sem classificação,Aluna Exemplar e Estrela Pornô,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Ficção científica""]",2009-03-19,6.2,381509870,L,Monstros vs Alienígenas,"[""Amazon Prime Video"", ""Globoplay""]"
"Any[""Ação"", ""Crime"", ""Drama""]",2023-07-06,6.5,0,Sem classificação,掃毒3︰人在天涯,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica"", ""Thriller""]",2003-11-05,6.7,424988211,12,Matrix Revolutions,"[""HBO Max"", ""NOW""]"
"Any[""Terror""]",2022-09-02,6.8,0,Sem classificação,Aldeia Maldita,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2000-05-24,6.1,546388105,14,Missão: Impossível 2,"[""Amazon Prime Video"", ""Star Plus"", ""Paramount Plus"", ""HBO Max"", ""Globoplay"", ""NOW"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Terror"", ""Thriller""]",2019-08-08,6.5,104500000,14,Histórias Assustadoras para Contar no Escuro,"[""Amazon Prime Video""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2021-03-25,7.2,153000000,L,Pedro Coelho 2: O Fugitivo,"[""Amazon Prime Video""]"
"Any[""Romance"", ""Ficção científica""]",1994-08-02,5.1,0,Sem classificação,Emmanuelle in Space 3: A Lesson in Love,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Comédia"", ""Crime"", ""Thriller""]",2021-10-27,6.9,46900000,Sem classificação,Exército de Ladrões: Invasão da Europa,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Comédia"", ""Drama"", ""Thriller""]",2005-06-07,6.7,487287646,12,Sr. & Sra. Smith,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""HBO Max"", ""NOW"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Fantasia"", ""Terror"", ""Ficção científica""]",2015-09-01,6.0,0,Sem classificação,Ataque dos Titãs 2 : O Fim do Mundo,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Fantasia"", ""Terror""]",2023-09-08,6.3,0,Sem classificação,O Conde,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",1997-11-20,7.6,139804348,L,Anastasia,"[""Disney Plus""]"
"Any[""Aventura"", ""Animação"", ""Drama"", ""Família""]",1998-12-16,7.3,218600000,L,O Príncipe do Egito,"[""Netflix"", ""Globoplay"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Ação"", ""Aventura"", ""Ficção científica""]",2005-05-17,7.4,850000000,10,Star Wars: Episódio III - A Vingança dos Sith,"[""Disney Plus""]"
"Any[""Crime"", ""Fantasia"", ""Terror"", ""Mistério"", ""Ficção científica"", ""Thriller""]",2023-09-22,6.5,0,Sem classificação,V/H/S/85,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2016-09-22,6.6,182379278,L,Cegonhas: A História Que Não Te Contaram,"[""HBO Max"", ""Oi Play""]"
"Any[""Drama""]",2017-12-20,7.9,432844677,12,O Rei do Show,"[""Disney Plus""]"
"Any[""Ficção científica"", ""Thriller""]",2013-09-19,7.2,139745,Sem classificação,Coherence,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Família""]",2009-06-08,8.0,46749646,L,Sempre ao Seu Lado,"[""Amazon Prime Video"", ""Claro video"", ""Globoplay""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Romance""]",1994-05-20,6.2,0,L,Aladdin - O Retorno de Jafar,"[""Disney Plus""]"
"Any[""Comédia"", ""Drama"", ""Romance""]",1995-11-17,6.6,107879496,Sem classificação,Meu Querido Presidente,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Família"", ""Fantasia""]",1994-11-18,6.7,46264384,Sem classificação,Milagre na Rua 34,"[""Disney Plus""]"
"Any[""Ação"", ""Drama"", ""Ficção científica""]",2022-08-05,7.2,100730000,Sem classificação,Exército do Amanhã,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2019-08-02,7.1,147792047,L,Angry Birds 2: O Filme,"[""Amazon Prime Video""]"
"Any[""Crime"", ""Drama""]",2006-09-15,7.0,41480851,Sem classificação,A Gangue está em Campo,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",1987-07-18,7.0,0,Sem classificação,Os Cavaleiros do Zodíaco: O Santo Guerreiro,"[""Amazon Prime Video""]"
"Any[""Comédia"", ""Drama"", ""Guerra""]",2019-10-18,8.0,82468705,14,Jojo Rabbit,"[""Star Plus""]"
"Any[""Ação"", ""Thriller""]",2020-07-16,6.5,39238300,16,Fúria Incontrolável,"[""Amazon Prime Video"", ""HBO Max""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2017-11-01,6.7,0,Sem classificação,Trolls: Vamos Festejar,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Terror""]",2013-04-05,6.5,97542952,18,A Morte do Demônio,"[""HBO Max""]"
"Any[""Documentário""]",2022-10-05,6.8,0,Sem classificação,Os 13 Sobreviventes da Caverna,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Animação"", ""Família""]",2023-08-17,8.1,0,Sem classificação,Snoopy Apresenta: A Inigualável Marcie,"[""Apple TV Plus""]"
"Any[""Ação"", ""Aventura"", ""Drama""]",2015-07-10,7.6,90747520,16,Baahubali: O Início,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Drama"", ""Thriller""]",2014-02-14,6.1,53260230,14,3 Dias para Matar,"[""Telecine Play""]"
"Any[""Ação"", ""Aventura"", ""Drama""]",1998-03-12,6.6,183000000,,O Homem da Máscara de Ferro,"[""Globoplay"", ""NOW"", ""Telecine Play""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2022-12-09,6.6,0,Sem classificação,Uma Noite no Museu: O Retorno de Kahmunrah,"[""Disney Plus""]"
"Any[""Drama"", ""Guerra""]",1987-06-26,8.1,46357676,16,Nascido Para Matar,"[""HBO Max"", ""Telecine Play""]"
"Any[""Crime"", ""Terror"", ""Thriller""]",2005-10-18,7.0,0,Sem classificação,Jogos Mortais 0.5,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Ficção científica""]",2023-08-15,6.8,0,Sem classificação,Babylon 5: O Caminho,"[""HBO Max""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2023-03-23,7.2,7200000,,Gatos no Museu,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Fantasia""]",2018-03-15,6.3,11700000,,Maria Madalena,"[""Sem informações de streaming""]"
"Any[""Terror""]",2003-08-08,6.1,63102666,14,Olhos Famintos 2,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Thriller""]",2012-01-26,6.6,77278331,14,A Perseguição,"[""Sem informações de streaming""]"
"Any[""Crime"", ""Drama"", ""Thriller""]",2022-06-24,5.5,0,Sem classificação,Virgin Forest,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Romance""]",2011-10-06,6.0,0,Sem classificação,Q Sexual Desire,"[""Sem informações de streaming""]"
"Any[""Animação"", ""Família"", ""Fantasia""]",1997-11-11,6.2,0,L,A Bela e a Fera: O Natal Encantado,"[""Disney Plus""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",2000-05-24,6.1,546388105,14,Missão: Impossível 2,"[""Amazon Prime Video"", ""Star Plus"", ""Paramount Plus"", ""HBO Max"", ""Globoplay"", ""NOW"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Animação"", ""Drama"", ""Fantasia"", ""Romance""]",2019-06-19,8.0,186965409,12,O Tempo com Você,"[""Amazon Prime Video"", ""HBO Max""]"
"Any[""Mistério"", ""Romance"", ""Thriller""]",1958-05-28,8.2,7797728,14,Um Corpo Que Cai,"[""NOW""]"
"Any[""Mistério"", ""Romance"", ""Thriller""]",1958-05-28,8.2,7797728,14,Um Corpo Que Cai,"[""NOW""]"
"Any[""Ação"", ""Animação"", ""Fantasia"", ""Cinema TV""]",2021-05-15,7.9,0,Sem classificação,"Miraculous World: Xangai, a Lenda de Ladydragon","[""Globoplay"", ""Telecine Play""]"
"Any[""Drama"", ""Música"", ""Romance""]",2021-08-11,8.0,1600000,14,No Ritmo do Coração,"[""HBO Max"", ""NOW"", ""Oi Play""]"
"Any[""Terror"", ""Ficção científica""]",2023-05-11,5.4,0,Sem classificação,Alien Invasion,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2009-09-03,6.8,0,Sem classificação,Tinker Bell e o Tesouro Perdido,"[""Disney Plus""]"
"Any[""Drama"", ""Fantasia""]",2021-02-25,6.1,23800,Sem classificação,Ao Lado de Cristo,"[""Amazon Prime Video"", ""Looke"", ""Looke Amazon Channel""]"
"Any[""Drama""]",2014-04-16,6.7,101332962,Livre,O Céu é de Verdade,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",1974-12-01,6.4,97572000,12,007 Contra o Homem com a Pistola de Ouro,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Crime"", ""Drama"", ""Thriller""]",2021-12-02,7.0,39629195,16,O Beco do Pesadelo,"[""Star Plus""]"
"Any[""Ação"", ""Comédia"", ""Crime""]",2003-07-18,6.6,273339556,16,Os Bad Boys II,"[""Netflix"", ""Claro video"", ""HBO Max"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Thriller""]",2022-02-10,6.2,15902207,14,Agente das Sombras,"[""Globoplay""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2023-08-24,5.1,0,Sem classificação,Mojave Diamonds,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Animação"", ""Ficção científica""]",1994-03-12,6.7,24200000,,Dragon Ball Z: O Retorno do Guerreiro Lendário,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Comédia"", ""Crime""]",2001-08-03,6.7,347325802,12,A Hora do Rush 2,"[""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Thriller""]",2013-10-09,6.7,137328301,14,Rota de Fuga,"[""Amazon Prime Video"", ""Netflix"", ""HBO Max"", ""Globoplay"", ""Starz Play Amazon Channel"", ""Netflix basic with Ads"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Comédia"", ""Família"", ""Romance"", ""Cinema TV""]",2022-11-17,6.8,0,Sem classificação,"Planes, Trains, and Christmas Trees","[""Sem informações de streaming""]"
"Any[""Drama"", ""Romance""]",1992-12-02,6.6,31000000,Sem classificação,Perdas e Danos,"[""Belas Artes à La Carte""]"
"Any[""Ação"", ""Terror"", ""Ficção científica""]",1997-11-12,6.1,162000000,12,Alien: A Ressurreição,"[""Star Plus""]"
"Any[""Ação"", ""Aventura"", ""Animação"", ""Fantasia""]",2023-10-17,7.0,0,Sem classificação,Liga da Justiça x RWBY: Super-Heróis e Caçadores - Parte 2,"[""Sem informações de streaming""]"
"Any[""Aventura"", ""Comédia"", ""Família""]",2022-02-16,6.5,2551835,Sem classificação,King - Meu Melhor Amigo,"[""Paramount Plus"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Terror"", ""Ficção científica""]",2018-09-07,5.7,0,Sem classificação,Zona De Quarentena,"[""Amazon Prime Video""]"
"Any[""Comédia"", ""Romance"", ""Cinema TV""]",2022-11-06,6.6,0,Sem classificação,A Christmas Masquerade,"[""Sem informações de streaming""]"
"Any[""Comédia""]",2008-01-14,5.6,18610260,Sem classificação,American Pie: Caindo em Tentação,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",2012-07-28,7.6,17900000,Sem classificação,"Naruto Shippuden, O Filme: Caminho do Ninja","[""Amazon Prime Video""]"
"Any[""Animação"", ""Drama"", ""Família"", ""Ficção científica""]",1999-08-06,7.9,23159305,L,O Gigante de Ferro,"[""HBO Max""]"
"Any[""Ação"", ""Drama"", ""Thriller""]",2008-10-09,6.6,113280098,16,Rede de Mentiras,"[""HBO Max"", ""NOW""]"
"Any[""Ação"", ""Aventura"", ""Drama"", ""Romance""]",2021-06-04,7.6,0,Sem classificação,Samurai X: A Origem,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Thriller""]",2013-10-09,6.7,137328301,14,Rota de Fuga,"[""Amazon Prime Video"", ""Netflix"", ""HBO Max"", ""Globoplay"", ""Starz Play Amazon Channel"", ""Netflix basic with Ads"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Ação"", ""Animação"", ""Fantasia""]",1988-07-23,7.6,0,Sem classificação,Os Cavaleiros do Zodíaco: A Lenda dos Defensores de Atena,"[""Amazon Prime Video""]"
"Any[""Ação"", ""Drama"", ""Ficção científica""]",2013-08-01,6.9,86758912,16,Expresso do Amanhã,"[""Looke"", ""Globoplay"", ""MUBI"", ""Looke Amazon Channel""]"
"Any[""Ação"", ""Thriller""]",2023-06-09,4.9,0,Sem classificação,97 Minutos,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Mistério"", ""Thriller""]",2017-01-06,8.1,30000000,Sem classificação,Um Contratempo,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Romance""]",2015-10-22,6.4,0,Sem classificação,수상한 미용실,"[""Sem informações de streaming""]"
"Any[""Comédia""]",2023-09-09,6.8,0,Sem classificação,Quiz Lady,"[""Star Plus""]"
"Any[""Aventura"", ""Animação"", ""Comédia"", ""Família""]",2007-10-28,6.0,287594577,L,Bee Movie: A História de uma Abelha,"[""Telecine Play""]"
"Any[""Ação"", ""Animação"", ""Ficção científica""]",1988-07-16,7.9,553171,14,Akira,"[""Netflix"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Aventura"", ""Animação"", ""Família"", ""Fantasia""]",2013-05-15,6.5,268426634,L,Reino Escondido,"[""Disney Plus""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia"", ""Mistério""]",1999-10-05,7.4,0,Sem classificação,Scooby-Doo e o Fantasma da Bruxa,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Thriller""]",1989-06-13,6.4,156167015,12,007 - Permissão para Matar,"[""Amazon Prime Video"", ""Telecine Play""]"
"Any[""Comédia""]",2023-06-22,6.6,11000000,,Loucas em Apuros,"[""Sem informações de streaming""]"
"Any[""Comédia""]",2012-02-02,4.5,0,Sem classificação,Celebrity Sex Tape,"[""Sem informações de streaming""]"
"Any[""Documentário""]",2022-10-05,6.8,0,Sem classificação,Os 13 Sobreviventes da Caverna,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Animação""]",2023-08-18,6.8,0,Sem classificação,LEGO Disney Princesa: Aventura no Castelo,"[""Disney Plus""]"
"Any[""Ação"", ""Crime"", ""Mistério"", ""Thriller""]",2016-06-02,6.8,334901337,12,Truque de Mestre: O 2º Ato,"[""Amazon Prime Video"", ""Globoplay"", ""Starz Play Amazon Channel"", ""Lionsgate Plus"", ""Telecine Play""]"
"Any[""Ação"", ""Drama"", ""Guerra""]",2013-12-24,7.4,149295601,16,O Grande Herói,"[""HBO Max""]"
"Any[""Comédia"", ""Família"", ""Fantasia""]",2002-10-31,5.9,172842355,Sem classificação,Meu Papai é Noel 2,"[""Disney Plus""]"
"Any[""Aventura"", ""Crime"", ""Mistério""]",2016-06-27,7.0,85241496,12,Nerve: Um Jogo Sem Regras,"[""Amazon Prime Video"", ""Globoplay""]"
"Any[""Animação"", ""Comédia"", ""Família""]",2004-09-28,7.5,0,Sem classificação,Barbie A Princesa e a Plebéia,"[""Sem informações de streaming""]"
"Any[""Documentário""]",2023-12-01,0.0,0,Sem classificação,Heróis Lendários: Indiana Jones e Harrison Ford,"[""Sem informações de streaming""]"
"Any[""Romance""]",2019-06-11,9.8,0,Sem classificação,여자 하숙집 3,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Aventura"", ""Fantasia"", ""Terror"", ""Thriller""]",2017-06-06,5.5,409231607,12,A Múmia,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""Paramount Plus"", ""Globoplay"", ""NOW"", ""Paramount+ Amazon Channel"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Documentário"", ""Drama"", ""História""]",2020-12-04,8.2,0,Sem classificação,Crock of Gold: A Few Rounds with Shane MacGowan,"[""Sem informações de streaming""]"
"Any[""Comédia"", ""Romance""]",1999-01-29,6.3,103166989,Sem classificação,Ela é Demais,"[""Globoplay"", ""Telecine Play""]"
"Any[""Ação"", ""Crime"", ""Thriller""]",2016-07-01,5.8,0,Sem classificação,Assalto ao Poder,"[""Netflix"", ""KinoPop"", ""Netflix basic with Ads""]"
"Any[""Comédia""]",1994-12-16,6.6,247275374,12,Debi & Lóide: Dois Idiotas em Apuros,"[""Amazon Prime Video""]"
"Any[""Ação"", ""Aventura"", ""Comédia"", ""Família"", ""Ficção científica""]",2002-08-07,5.6,119700000,Sem classificação,Pequenos Espiões 2: A Ilha dos Sonhos Perdidos,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Animação"", ""Comédia"", ""Família"", ""Fantasia""]",2007-12-13,5.8,361366633,L,Alvin e os Esquilos,"[""Amazon Prime Video"", ""Netflix"", ""HBO Max"", ""Netflix basic with Ads"", ""Telecine Play""]"
"Any[""Aventura"", ""Comédia"", ""Fantasia""]",2023-09-20,7.3,0,Sem classificação,A Incrível História de Henry Sugar,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Aventura"", ""Animação"", ""Comédia""]",2023-01-13,7.0,0,Sem classificação,Bob Esponja Calça Quadrada apresenta: Zona das Marés,"[""Paramount Plus"", ""NOW"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Comédia"", ""Crime"", ""Drama""]",2016-08-18,6.9,86234523,,Cães de Guerra,"[""Amazon Prime Video"", ""HBO Max"", ""Oi Play""]"
"Any[""Família"", ""Fantasia""]",2022-11-22,7.1,18600000,Sem classificação,Prancer: Um Conto de Natal,"[""Globoplay""]"
"Any[""Drama"", ""Thriller""]",1990-11-30,7.8,61276872,14,Louca Obsessão,"[""Amazon Prime Video"", ""NOW"", ""MGM Amazon Channel""]"
"Any[""Ação"", ""Thriller"", ""Guerra""]",2023-02-24,6.5,0,Sem classificação,À Espreita,"[""Paramount Plus"", ""Globoplay"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Drama""]",2005-11-18,4.6,5151936,Sem classificação,100 Escovadas Antes de Dormir,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Guerra""]",1987-06-26,8.1,46357676,16,Nascido Para Matar,"[""HBO Max"", ""Telecine Play""]"
"Any[""Comédia"", ""Romance""]",1978-07-07,7.4,396300000,12,Grease: Nos Tempos da Brilhantina,"[""Globoplay"", ""Oldflix"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Comédia""]",2015-09-23,7.2,194564672,10,Um Senhor Estagiário,"[""Amazon Prime Video"", ""HBO Max"", ""Oi Play""]"
"Any[""Ação"", ""Animação"", ""Terror"", ""Ficção científica""]",2008-02-13,6.8,403117,16,Resident Evil: Degeneração,"[""Paramount Plus"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Ação"", ""Animação"", ""Terror""]",2012-09-25,6.9,2325035,14,Resident Evil: Condenação,"[""Netflix"", ""Claro video"", ""Paramount Plus"", ""Oi Play"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Drama"", ""Mistério"", ""Thriller""]",2001-06-06,7.8,20271129,16,Cidade dos Sonhos,"[""Globoplay"", ""NOW""]"
"Any[""Comédia"", ""Crime"", ""Família""]",2021-11-12,4.9,0,Sem classificação,"Esqueceram de Mim no Lar, Doce Lar","[""Disney Plus""]"
"Any[""Ação"", ""Comédia"", ""Crime"", ""Thriller""]",1995-04-07,6.8,141407024,16,Os Bad Boys,"[""Amazon Prime Video"", ""Netflix"", ""Star Plus"", ""Claro video"", ""Paramount Plus"", ""HBO Max"", ""Netflix basic with Ads"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Comédia"", ""Crime"", ""Drama""]",2010-09-03,7.8,0,Sem classificação,Inferno,"[""Netflix"", ""Netflix basic with Ads""]"
"Any[""Comédia"", ""Fantasia""]",1989-06-16,6.5,215394738,10,Os Caça-Fantasmas 2,"[""Amazon Prime Video"", ""Claro video"", ""HBO Max""]"
"Any[""Ação"", ""Animação"", ""Comédia"", ""Família""]",2004-11-03,6.5,0,L,Mulan 2: A Lenda Continua,"[""Disney Plus""]"
"Any[""Terror"", ""Mistério""]",2022-09-28,6.3,0,Sem classificação,Hellraiser: Renascido do Inferno,"[""Paramount Plus"", ""Globoplay"", ""Paramount+ Amazon Channel"", ""Paramount Plus Apple TV Channel ""]"
"Any[""Comédia"", ""Drama""]",2018-11-16,7.5,121000000,12,De Repente uma Família,"[""Netflix"", ""Globoplay"", ""Netflix basic with Ads""]"
"Any[""Ação"", ""Comédia"", ""Ficção científica""]",2012-04-04,5.7,10109659,Sem classificação,Deu a Louca nos Nazis,"[""Sem informações de streaming""]"
"Any[""Ação"", ""Drama"", ""História"", ""Guerra""]",2000-06-28,7.2,215294342,14,O Patriota,"[""Claro video"", ""HBO Max"", ""Oi Play""]"
"Any[""Drama"", ""Família""]",2009-06-08,8.0,46749646,L,Sempre ao Seu Lado,"[""Amazon Prime Video"", ""Claro video"", ""Globoplay""]"
"Any[""Ação"", ""Crime"", ""Ficção científica""]",1993-10-08,6.7,58055768,16,O Demolidor,"[""Sem informações de streaming""]"
"Any[""Terror"", ""Thriller""]",2022-07-15,6.4,0,Sem classificação,Banidos,"[""Sem informações de streaming""]"
"Any[""Drama"", ""Thriller""]",1986-12-06,5.9,0,Sem classificação,花と蛇　白衣縄奴隷,"[""Sem informações de streaming""]"
